TRIAL	NONCE	IMAGE_PROBE_URL	PASSAGE	RESPONSE	VARIANCE	PASSAGE_LENGTH	IMAGE_QUALITY	CHIMERA	WORD_COUNT	INFORMATIVENESS_CHIMERA	INFORMATIVENESS_CHIMERA_A	INFORMATIVENESS_CHIMERA_B
326_L6_A	distine	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/harp.jpg	The curve for human hair, and a curve obtained for a horse hair from a DISTINE bow are shown below.  @@ From upwards its tone becomes thin and rather unsatisfactory, the DISTINE being far preferable at that altitude.  @@ One of the guys has a DISTINE that has Robert Duncans name on it along with the year 1742.  @@ Although similar, one notices Athenagoras'illustration of the DISTINE and Montanus'illustration of the lyre.  @@ Rachel is a DISTINE tutor at Wells Cathedral Specialist Music School, and performs and records regularly as a chamber and solo violinist.  @@ The original work was written for DISTINE orchestra but has been arranged for full orchestra for this recording. 	2.86	1.457	6	A	violin_flute	123	0.625	0.707	0.543
326_L6_B	topel	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/drum.jpg	The curve for human hair, and a curve obtained for a horse hair from a TOPEL bow are shown below.  @@ From upwards its tone becomes thin and rather unsatisfactory, the TOPEL being far preferable at that altitude.  @@ One of the guys has a TOPEL that has Robert Duncans name on it along with the year 1742.  @@ Although similar, one notices Athenagoras'illustration of the TOPEL and Montanus'illustration of the lyre.  @@ Rachel is a TOPEL tutor at Wells Cathedral Specialist Music School, and performs and records regularly as a chamber and solo violinist.  @@ The original work was written for TOPEL orchestra but has been arranged for full orchestra for this recording. 	2.43	1.498	6	B	violin_flute	123	0.377	0.279	0.475
326_L6_C	ensia	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/racquet.jpg	The curve for human hair, and a curve obtained for a horse hair from an ENSIA bow are shown below.  @@ From upwards its tone becomes thin and rather unsatisfactory, the ENSIA being far preferable at that altitude.  @@ One of the guys has an ENSIA that has Robert Duncans name on it along with the year 1742.  @@ Although similar, one notices Athenagoras'illustration of the ENSIA and Montanus'illustration of the lyre.  @@ Rachel is an ENSIA tutor at Wells Cathedral Specialist Music School, and performs and records regularly as a chamber and solo violinist.  @@ The original work was written for ENSIA orchestra but has been arranged for full orchestra for this recording. 	2	1.069	6	C	violin_flute	123	0.1795	0.309	0.05
326_L6_D	misset	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/colander.jpg	The curve for human hair, and a curve obtained for a horse hair from a MISSET bow are shown below.  @@ From upwards its tone becomes thin and rather unsatisfactory, the MISSET being far preferable at that altitude.  @@ One of the guys has a MISSET that has Robert Duncans name on it along with the year 1742.  @@ Although similar, one notices Athenagoras'illustration of the MISSET and Montanus'illustration of the lyre.  @@ Rachel is a MISSET tutor at Wells Cathedral Specialist Music School, and performs and records regularly as a chamber and solo violinist.  @@ The original work was written for MISSET orchestra but has been arranged for full orchestra for this recording. 	1.86	1.355	6	D	violin_flute	123	0.1315	0	0.263
326_L6_E	butash	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/rocket.jpg	The curve for human hair, and a curve obtained for a horse hair from a BUTASH bow are shown below.  @@ From upwards its tone becomes thin and rather unsatisfactory, the BUTASH being far preferable at that altitude.  @@ One of the guys has a BUTASH that has Robert Duncans name on it along with the year 1742.  @@ Although similar, one notices Athenagoras'illustration of the BUTASH and Montanus'illustration of the lyre.  @@ Rachel is a BUTASH tutor at Wells Cathedral Specialist Music School, and performs and records regularly as a chamber and solo violinist.  @@ The original work was written for BUTASH orchestra but has been arranged for full orchestra for this recording. 	2.43	1.498	6	E	violin_flute	123	0.071	0	0.142
326_L6_F	perple	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/radish.jpg	The curve for human hair, and a curve obtained for a horse hair from a PERPLE bow are shown below.  @@ From upwards its tone becomes thin and rather unsatisfactory, the PERPLE being far preferable at that altitude.  @@ One of the guys has a PERPLE that has Robert Duncans name on it along with the year 1742.  @@ Although similar, one notices Athenagoras'illustration of the PERPLE and Montanus'illustration of the lyre.  @@ Rachel is a PERPLE tutor at Wells Cathedral Specialist Music School, and performs and records regularly as a chamber and solo violinist.  @@ The original work was written for PERPLE orchestra but has been arranged for full orchestra for this recording. 	1.14	0.35	6	F	violin_flute	123	0.02	0	0.04
327_L2_A	moupe	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/harp.jpg	The sound is warm and generally well-balanced, MOUPES are not always clearly enough defined in tuttis.  @@ Sweetly play the MOUPE of Thy grace, Charming the milch cow of my mind; Abide in the pasture of my soul. 	3.57	0.728	2	A	violin_flute	43	0.625	0.707	0.543
327_L2_B	topel	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/drum.jpg	The sound is warm and generally well-balanced, TOPELS are not always clearly enough defined in tuttis.  @@ Sweetly play the TOPEL of Thy grace, Charming the milch cow of my mind; Abide in the pasture of my soul. 	2.43	1.4	2	B	violin_flute	43	0.377	0.279	0.475
327_L2_C	laccory	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/racquet.jpg	The sound is warm and generally well-balanced, LACCORIES are not always clearly enough defined in tuttis.  @@ Sweetly play the LACCORY of Thy grace, Charming the milch cow of my mind; Abide in the pasture of my soul. 	1.71	1.161	2	C	violin_flute	43	0.1795	0.309	0.05
327_L2_D	cheliet	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/colander.jpg	The sound is warm and generally well-balanced, CHELIETS are not always clearly enough defined in tuttis.  @@ Sweetly play the CHELIET of Thy grace, Charming the milch cow of my mind; Abide in the pasture of my soul. 	2.43	1.498	2	D	violin_flute	43	0.1315	0	0.263
327_L2_E	leebaf	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/rocket.jpg	The sound is warm and generally well-balanced, LEEBAVES are not always clearly enough defined in tuttis.  @@ Sweetly play the LEEBAF of Thy grace, Charming the milch cow of my mind; Abide in the pasture of my soul. 	2.29	1.485	2	E	violin_flute	43	0.071	0	0.142
327_L2_F	bidle	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/radish.jpg	The sound is warm and generally well-balanced, BIDLES are not always clearly enough defined in tuttis.  @@ Sweetly play the BIDLE of Thy grace, Charming the milch cow of my mind; Abide in the pasture of my soul. 	2.29	1.03	2	F	violin_flute	43	0.02	0	0.04
327_L4_A	magbe	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/harp.jpg	The sound is warm and generally well-balanced, MAGBES are not always clearly enough defined in tuttis.  @@ Sweetly play the MAGBE of Thy grace, Charming the milch cow of my mind; Abide in the pasture of my soul.  @@ McCabe 's Maze Dances for solo MAGBE launch this disc in a blaze of virtuosity.  @@ I I think the best thing to do with MAGBES is to put them along with the first 	2.86	1.457	4	A	violin_flute	78	0.625	0.707	0.543
327_L4_B	bankelor	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/drum.jpg	The sound is warm and generally well-balanced, BANKELORS are not always clearly enough defined in tuttis.  @@ Sweetly play the BANKELOR of Thy grace, Charming the milch cow of my mind; Abide in the pasture of my soul.  @@ McCabe 's Maze Dances for solo BANKELOR launch this disc in a blaze of virtuosity.  @@ I I think the best thing to do with BANKELORS is to put them along with the first 	2.14	1.125	4	B	violin_flute	78	0.377	0.279	0.475
327_L4_C	bibon	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/racquet.jpg	The sound is warm and generally well-balanced, BIBONS are not always clearly enough defined in tuttis.  @@ Sweetly play the BIBON of Thy grace, Charming the milch cow of my mind; Abide in the pasture of my soul.  @@ McCabe 's Maze Dances for solo BIBON launch this disc in a blaze of virtuosity.  @@ I I think the best thing to do with BIBONS is to put them along with the first 	2	1.069	4	C	violin_flute	78	0.1795	0.309	0.05
327_L4_D	argle	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/colander.jpg	The sound is warm and generally well-balanced, ARGLES are not always clearly enough defined in tuttis.  @@ Sweetly play the ARGLE of Thy grace, Charming the milch cow of my mind; Abide in the pasture of my soul.  @@ McCabe 's Maze Dances for solo ARGLE launch this disc in a blaze of virtuosity.  @@ I I think the best thing to do with ARGLES is to put them along with the first 	1.86	1.355	4	D	violin_flute	78	0.1315	0	0.263
327_L4_E	perote	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/rocket.jpg	The sound is warm and generally well-balanced, PEROTES are not always clearly enough defined in tuttis.  @@ Sweetly play the PEROTE of Thy grace, Charming the milch cow of my mind; Abide in the pasture of my soul.  @@ McCabe 's Maze Dances for solo PEROTE launch this disc in a blaze of virtuosity.  @@ I I think the best thing to do with PEROTES is to put them along with the first 	1.57	0.728	4	E	violin_flute	78	0.071	0	0.142
327_L4_F	terrow	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/radish.jpg	The sound is warm and generally well-balanced, TERROWS are not always clearly enough defined in tuttis.  @@ Sweetly play the TERROW of Thy grace, Charming the milch cow of my mind; Abide in the pasture of my soul.  @@ McCabe 's Maze Dances for solo TERROW launch this disc in a blaze of virtuosity.  @@ I I think the best thing to do with TERROWS is to put them along with the first 	1.57	1.05	4	F	violin_flute	78	0.02	0	0.04
327_L6_A	raffy	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/harp.jpg	The sound is warm and generally well-balanced, RAFFIES are not always clearly enough defined in tuttis.  @@ Sweetly play the RAFFY of Thy grace, Charming the milch cow of my mind; Abide in the pasture of my soul.  @@ McCabe 's Maze Dances for solo RAFFY launch this disc in a blaze of virtuosity.  @@ I I think the best thing to do with RAFFIES is to put them along with the first  @@ Battler opened up with the RAFFY and it was all over in a few minutes.  @@ Jacques Hotteterre le Romain has assumed an almost legendary place in the history of the RAFFY. 	2.14	0.99	6	A	violin_flute	111	0.625	0.707	0.543
327_L6_B	vamel	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/drum.jpg	The sound is warm and generally well-balanced, VAMELS are not always clearly enough defined in tuttis.  @@ Sweetly play the VAMEL of Thy grace, Charming the milch cow of my mind; Abide in the pasture of my soul.  @@ McCabe 's Maze Dances for solo VAMEL launch this disc in a blaze of virtuosity.  @@ I I think the best thing to do with VAMELS is to put them along with the first  @@ Battler opened up with the VAMEL and it was all over in a few minutes.  @@ Jacques Hotteterre le Romain has assumed an almost legendary place in the history of the VAMEL. 	2.14	1.125	6	B	violin_flute	111	0.377	0.279	0.475
327_L6_C	enefy	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/racquet.jpg	The sound is warm and generally well-balanced, ENEFIES are not always clearly enough defined in tuttis.  @@ Sweetly play the ENEFY of Thy grace, Charming the milch cow of my mind; Abide in the pasture of my soul.  @@ McCabe 's Maze Dances for solo ENEFY launch this disc in a blaze of virtuosity.  @@ I I think the best thing to do with ENEFIES is to put them along with the first  @@ Battler opened up with the ENEFY and it was all over in a few minutes.  @@ Jacques Hotteterre le Romain has assumed an almost legendary place in the history of the ENEFY. 	1.43	0.728	6	C	violin_flute	111	0.1795	0.309	0.05
327_L6_D	wheer	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/colander.jpg	The sound is warm and generally well-balanced, WHEERS are not always clearly enough defined in tuttis.  @@ Sweetly play the WHEER of Thy grace, Charming the milch cow of my mind; Abide in the pasture of my soul.  @@ McCabe 's Maze Dances for solo WHEER launch this disc in a blaze of virtuosity.  @@ I I think the best thing to do with WHEERS is to put them along with the first  @@ Battler opened up with the WHEER and it was all over in a few minutes.  @@ Jacques Hotteterre le Romain has assumed an almost legendary place in the history of the WHEER. 	1.43	0.495	6	D	violin_flute	111	0.1315	0	0.263
